EntityID,Entidad,DxSindromatico
1284,FIDUCIARIA CENTRAL,DOLOR ABDOMINAL CONSTANTE
1345,NUEVA EPS,DOLOR SEVERO EN MAMAS  FIEBRE
1428,ASMET SALUD CONTRIBUTIVO,UÑA ENCARNADA
1443,EPS FAMISANAR SAS,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
1510,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,TRAUMATISMO CRANEOENCEFALICO
1557,PARTICULARES,ACCIDENTE DE TRANSITO
1574,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1669,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1670,E.P.S. SANITAS CONTRIBUTIVO.,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
1699,ASOCIACION INDIGENA DEL CAUCA AIC,INFECCION DE VIAS URINARIAS DURANTE EL EMBARAZO
1706,SECRETARIA DE SALUD DPTAL DEL HUILA,"DISURIA, POLAQUIURIA, FIEBRE"
1723,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,"DISURIA, POLAQUIURIA, FIEBRE"
1755,ASMET SALUD CONTRIBUTIVO,TRAUMA GENITALES EXTERNOS HEMATOMA O LACERACION
1791,NUEVA EPS,INCONTINENCIA
1799,E.P.S. SANITAS CONTRIBUTIVO.,VAGINISMO
1804,NUEVA EPS,ICTERICIA NEONATAL
1842,CAJACOPI EPS S.A.S,DISNEA MODERADA
1957,SEGUROS LA PREVISORA,DOLOR ABDOMINAL CONSTANTE
2025,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,RETENCION URINARIA
2028,COMFAORIENTE EPS S EN LIQUIDACION,RETENCION URINARIA AGUDA
2040,FIDUCIARIA CENTRAL,EPISODIO CONVULSION
2083,CAJACOPI ARS,CEFALEA Y FIEBRE
2153,LA EQUIDAD SEGUROS O.C,DOLOR AGUDO
2163,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,CIANOSIS
2173,CAPITALSALUD E.P.S - S S.A.S,SINCOPE O LIPOTIMIA
2244,UNION TEMPORAL TOLIHUILA,ACCIDENTE DE TRANSITO
2280,UNION TEMPORAL TOLIHUILA,ACCIDENTE EN DOMICILIO
2320,ASOCIACION INDIGENA DEL CAUCA AIC,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2408,AXA COLPATRIA SEGUROS S.A.,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2433,SEGUROS DEL ESTADO,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2498,SEGUROS DEL ESTADO,TRAUMA CERRADO
2632,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TRAUMA CERRADO DE MANO Y PIE
2672,EMSSANAR E.P.S S.A.S,LESIONES POR VIOLENCIA
2747,EPS SURAMERICANA S.A.,TRAUMA CERRADO DE MANO Y PIE
2767,SURAMERICANA SALUD,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2778,PIJAOSALUD EPS-I,TRAUMA CERRADO
2796,SURAMERICANA SALUD,CUERPO EXTRAÑO EN EL OJO
2808,UNION TEMPORAL TOLIHUILA,CUERPO EXTRAÑO EN OIDO
2820,CAPITALSALUD E.P.S - S S.A.S,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2831,CAJACOPI ARS,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2912,EPS SURAMERICANA S.A.,TRASNTORNO SICOTICO AGUDO
108,UNION TEMPORAL TOLIHUILA,SINDROME EMETICO
351,E.P.S. SANITAS CONTRIBUTIVO.,"ALERGIA, CONGESTION NASAL, ESTORNUDOS"
406,E.P.S. SANITAS CONTRIBUTIVO.,HEMATURIA
468,ASMET SALUD CONTRIBUTIVO,INFECCION VIAS URINARIAS
520,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,SINCOPE
564,ASMET SALUD CONTRIBUTIVO,TRASNTORNO SICOTICO AGUDO
596,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,OTROS TRASTORNOS DE ANSIEDAD
624,ASMET SALUD CONTRIBUTIVO,CONTUSIONES
669,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,EPISODIO DE PARESIA O PLEJIA
670,ASMET SALUD CONTRIBUTIVO,DOLOR DE ESPALDA
685,ASMET SALUD CONTRIBUTIVO,TRAUMA EN CADERA CON DOLOR
720,NUEVA EPS,HEMORRAGIA SUBCONJUNTIVAL
906,ASMET SALUD CONTRIBUTIVO,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
908,NUEVA EPS,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
965,MALLAMAS EPS,ACCIDENTE  CEREBRO VASCULAR
1050,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
1074,COMFENALCO  VALLE  SUBSIDIADO,SINDROME EMETICO
1114,SECRETARIA DE SALUD DPTAL DEL HUILA,TOS CON EXPECTORACION Y FIEBRE
1132,UNION TEMPORAL SALUD SUR2,TOS SECA MALESTAR GENERAL FIEBRE
1141,UNION TEMPORAL TOLIHUILA,RINORREA CONGESTION NASAL
1188,ASOCIACION INDIGENA DEL CAUCA AIC,"RINORREA, DOLOR FRONTAL, FIEBRE"
1203,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DISNEA PACIENTE CON EPOC
1211,SANITAS PREPAGADA,DOLOR NO ESPECIFICADO
1278,CAPITALSALUD E.P.S - S S.A.S,HERNIA INGUINAL
1311,ASMET SALUD CONTRIBUTIVO,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1332,EMSSANAR E.P.S S.A.S,SANGRADO EN PACIENTE HEMOFILICO
1338,ASMET SALUD CONTRIBUTIVO,IMPETIGO CUALQUIER SITIO ANATOMICO CUALQUIER ORGANISMO
1397,UNION TEMPORAL TOLIHUILA,PIE DIABETICO SOBREINFECTADO
1422,ASMET SALUD CONTRIBUTIVO,QUEMADURAS
1488,UNION TEMPORAL TOLIHUILA,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
1545,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1572,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1689,NUEVA EPS,INFECCION GONOCOCICA DEL TRACTO URINARIO
1695,PARTICULARES,"DISURIA, POLAQUIURIA, FIEBRE"
1783,NUEVA EPS,"VAGINITIS, VULVITIS Y VULVOVAGINITIS INFECCIOSA"
1805,ASMET SALUD CONTRIBUTIVO,ICTERICIA NEONATAL
1814,EMSSANAR E.P.S S.A.S,BRADICARDIA
1897,UNIMAP LTDA,DOLOR OCULAR
2022,UNION TEMPORAL TOLIHUILA,RETENCION URINARIA
2250,SEGUROS LA PREVISORA,DOLOR ABDOMINAL SEVERO
2326,ASMET SALUD CONTRIBUTIVO,ACCIDENTE DE TRANSITO
2343,COMPENSAR E.P.S CONTRIBUTIVO,CONTUSIONES
2396,LIBERTY SEGUROS S.A.,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2460,EMSSANAR E.P.S S.A.S,TRAUMA PENETRANTE TORAX
2471,MUNICIPIO DE PITALITO,HERIDA DE OTRA PARTE NO ESPECIFICADA
2472,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,HERIDAS POR VIOLENCIA
2579,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2594,PARTICULARES,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2650,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2725,SEGUROS GENERALES SURAMERICANA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2750,DIRECCION DE SANIDAD MILITAR,ESGUINCE
2878,DIRECCION DE SANIDAD MILITAR,URTICARIA ALERGICA
2885,SEGUROS LA PREVISORA,ACCIDENTE EN DOMICILIO
83,NUEVA EPS,DOLOR NO ESPECIFICADO
191,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR ABDOMINAL CON DIARREA Y DHT
221,EPS FAMISANAR SAS,INFARTO AGUDO
508,E.P.S. SANITAS CONTRIBUTIVO.,TOS SECA SIN COMPROMISO GENERAL
551,DIRECCION DE SANIDAD MILITAR,TRASTORNO MENTAL
574,ASMET SALUD CONTRIBUTIVO,TRASTORNO AFECTIVO BIPOLAR
583,MALLAMAS EPS,EPISODIO DEPRESIVO
666,DIRECCION DE SANIDAD MILITAR,EPISODIO DE PARESIA O PLEJIA
706,UT SERVISALUD SAN JOSE,CONJUNTIVITIS
718,FIDUCIARIA CENTRAL,DOLOR OCULAR
760,UNION TEMPORAL TOLIHUILA,CAMBIOS GRADUALES DE VISION NO SUBITOS
887,NUEVA EPS,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
1053,DIRECCION DE SANIDAD MILITAR,AMIGDALITIS AGUDA
1068,CAJACOPI ARS,DOLOR ABDOMINAL INTERMITENTE
1143,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,CRISIS  ASMATICAS
1158,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,TOS CON EXPECTORACION Y FIEBRE
1266,DIRECCION DE SANIDAD MILITAR,DOLOR TORACICO CON LA PALPACION
1303,DIRECCION DE SANIDAD MILITAR,SANGRADO RECTAL SIN COMPROMISO
1312,NUEVA EPS,COLECISTITIS
1325,PARTICULARES,EMESIS CUNCHO CAFE
1336,NUEVA EPS,IMPETIGO CUALQUIER SITIO ANATOMICO CUALQUIER ORGANISMO
1349,UNION TEMPORAL TOLIHUILA,ABSCESO PIEL
1373,POSITIVA COMPAÑIA DE SEGUROS,CELULITIS DE SITIO NO ESPECIFICADO
1403,LIBERTY SEGUROS S.A.,EDEMA SIN TRAUMA
1411,EMSSANAR E.P.S S.A.S,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1469,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,QUEMADURAS
1576,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1616,AXA COLPATRIA SEGUROS S.A.,DOLOR NO ESPECIFICADO
1622,SEGUROS LA PREVISORA,EDEMA SIN TRAUMA
1710,EPS FAMISANAR SAS,INFECCION VIAS URINARIAS
1730,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
1739,MALLAMAS EPS,HEMATURIA
1786,E.P.S. SANITAS CONTRIBUTIVO.,VAGINITIS AGUDA
1845,DIRECCION DE SANIDAD MILITAR,DOLOR TORAXICO
1948,COSMITET LTDA IPS,DOLOR ABDOMINAL CONSTANTE
2079,CAJACOPI ARS,DOLOR ABDOMINAL CON DIARREA Y DHT
2093,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,SINDROME FEBRIL
2103,EPS FAMISANAR SAS,ARTRALGIAS  FIEBRE
2190,COMPENSAR E.P.S CONTRIBUTIVO,EPISODIO CONVULSION
2200,CAPITALSALUD E.P.S - S S.A.S,TRAUMA PENETRANTE
2283,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,FRACTURAS
2292,LIBERTY SEGUROS S.A.,DOLOR NO ESPECIFICADO
2298,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,HERIDA DE OTRA PARTE NO ESPECIFICADA
2366,EMSSANAR E.P.S S.A.S,TRAUMA OCULAR QUIMICO O FISICO
2376,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2417,ASMET SALUD CONTRIBUTIVO,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2544,UNION TEMPORAL TOLIHUILA,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2587,MALLAMAS EPS,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2614,SEGUROS DEL ESTADO,FRACTURAS
2684,ASOCIACION INDIGENA DEL CAUCA AIC,TRAUMA EN CADERA CON DOLOR
2692,CAPRESOCA EPS,HERIDA DE OTRA PARTE NO ESPECIFICADA
2741,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2783,CAPITALSALUD E.P.S - S S.A.S,TRAUMA CERRADO DE MANO Y PIE
2786,SEGUROS LA PREVISORA,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
2832,SECRETARIA DE SALUD DPTAL DEL HUILA,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2882,CAPITALSALUD E.P.S - S S.A.S,RETENCION URINARIA
27,ASMET SALUD CONTRIBUTIVO,DIARREA SIN COMPROMISO GENERAL
36,NUEVA EPS,DOLOR ABDOMINAL INTERMITENTE
62,ASMET SALUD CONTRIBUTIVO,SINDROME FEBRIL
65,E.P.S. SANITAS CONTRIBUTIVO.,SINDROME EMETICO
99,EPS FAMISANAR SAS,DOLOR ABDOMINAL CON DIARREA Y DHT
246,NUEVA EPS,ULCERA CRONICA DE LA PIEL NO CLASIFICADA EN OTRA PARTE
381,MUNDIAL DE SEGUROS,CONTUSIONES
413,PARTICULARES,ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION
472,NUEVA EPS,DISMINUCION SUBITA AGUDEZA VISUAL
514,E.P.S. SANITAS CONTRIBUTIVO.,CUERPO EXTRAÑO EN EL OJO
649,DIRECCION DE SANIDAD MILITAR,ESPASMO MUSCULAR
756,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,TRAUMA OCULAR QUIMICO O FISICO
786,UNION TEMPORAL SALUD SUR2,DOLOR OCULAR
829,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,VERTIGO SIN EMESIS
922,E.P.S. SANITAS CONTRIBUTIVO.,FALLA RESPIRATORIA
954,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,FALLA CARDIACA DESCONPENSADA
975,E.P.S. SANITAS CONTRIBUTIVO.,DEMENCIA NO ESPECIFICADA
1041,DIRECCION DE SANIDAD MILITAR,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
1083,NUEVA EPS,DISFONIA
1154,EPS FAMISANAR SAS,TOS CON EXPECTORACION Y FIEBRE
1160,MALLAMAS EPS,SINDROME DE INFECCION AGUDA
1234,E.P.S. SANITAS CONTRIBUTIVO.,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
1276,COMFAORIENTE EPS S EN LIQUIDACION,HERNIA INGUINAL
1315,ASMET SALUD CONTRIBUTIVO,COLECISTITIS
1326,UNION TEMPORAL SALUD SUR2,DOLOR ABDOMINAL CONSTANTE
1423,PARTICULARES,SINDROME FEBRIL
1440,E.P.S. SANITAS CONTRIBUTIVO.,DERMATITIS ATOPICA NO ESPECIFICADA
1531,EPS SURAMERICANA S.A.,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1540,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1552,ASOCIACION INDIGENA DEL CAUCA AIC,CONTUSIONES
1558,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1750,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMA CERRADO
1806,PARTICULARES,ICTERICIA NEONATAL
1837,ASOCIACION INDIGENA DEL CAUCA AIC,RECIEN NACIDO
1853,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR TORAXICO
1884,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORACICO CON TOS Y FIEBRE
1913,EPS FAMISANAR SAS,DOLOR ABDOMINAL INTERMITENTE
1939,DIRECCION DE SANIDAD MILITAR,COLICO MENSTRUAL
1975,ASMET SALUD SUBSIDIADO,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS
2027,DIRECCION DE SANIDAD MILITAR,RETENCION URINARIA AGUDA
2091,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
2095,ARMADA NACIONAL,SINDROME FEBRIL
2099,SURAMERICANA SALUD,SINDROME FEBRIL
2134,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,VERTIGO SIN EMESIS
2165,EMSSANAR E.P.S S.A.S,SINCOPE O LIPOTIMIA
2353,E.P.S. SANITAS CONTRIBUTIVO.,ACCIDENTE DE TRANSITO
2373,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2375,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,DOLOR ABDOMINAL POSTQUIRURGICO
2407,FIDUCIARIA CENTRAL,TRAUMATISMO CRANEOENCEFALICO
2418,SEGUROS COMERCIAL BOLIVAR SOAT,FRACTURAS
2444,NUEVA EPS,"POLINEUROPATIA, NO ESPECIFICADA"
2496,NUEVA EPS,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
2578,NUEVA EPS,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2647,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMA PENETRANTE
2675,SURAMERICANA SALUD,AMPUTACION TRAUMATICA
2815,MALLAMAS EPS,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2821,DIRECCION DE SANIDAD MILITAR,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2897,SERV. OCCID. DE SALUD S.O.S.,DOLOR NO ESPECIFICADO
2,ASMET SALUD CONTRIBUTIVO,SEPSIS
40,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL CON DIARREA Y DHT
48,NUEVA EPS,DOLOR ABDOMINAL CONSTANTE
130,UNION TEMPORAL TOLIHUILA,EPISODIO CONVULSION
234,ASMET SALUD CONTRIBUTIVO,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
390,NUEVA EPS,TRAUMATISMO DEL OJO Y DE LA ORBITA
393,E.P.S. SANITAS CONTRIBUTIVO.,DETERIORO ESTADO CONSCIENCIA
435,ASOCIACION INDIGENA DEL CAUCA AIC,ANEMIA POR DEFICIENCIA DE HIERRO
450,CAPITALSALUD E.P.S - S S.A.S,DOLOR NO ESPECIFICADO
497,ASMET SALUD CONTRIBUTIVO,AMENORREA SIN SANGRADO O DOLOR
504,DIRECCION DE SANIDAD MILITAR,VOMITO SIN SANGRE
611,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,EPISODIO DEPRESIVO
655,UNION TEMPORAL TOLIHUILA,EPISODIO DE PARESIA O PLEJIA
662,E.P.S. SANITAS CONTRIBUTIVO.,EPISODIO DE PARESIA O PLEJIA
752,COLMENA,DOLOR AGUDO
875,ASMET SALUD CONTRIBUTIVO,DOLOR PRECORDIAL
1070,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,AMIGDALITIS AGUDA
1136,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,TOS CON EXPECTORACION Y FIEBRE
1221,DIRECCION DE SANIDAD MILITAR,TOS CRONICA
1239,UNION TEMPORAL TOLIHUILA,AUSENCIA PULSO  PARO
1241,NUEVA EPS,TRAUMATISMO CRANEOENCEFALICO
1249,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR ABDOMINAL
1285,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,HERNIA INGUINAL
1316,ASOCIACION INDIGENA DEL CAUCA AIC,HEMATEMESIS MASIVA
1463,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,URTICARIAS
1539,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1575,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1603,EPS FAMISANAR SAS,CONTUSIONES
1639,EPS FAMISANAR SAS,DOLOR TORACICO CON LA PALPACION
1647,MALLAMAS EPS,DOLOR TORACICO CON LA INSPIRACION
1793,ASMET SALUD CONTRIBUTIVO,HEMORRAGIA UTERINA DISFUNCIONAL
1873,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR PRECORDIAL
1936,ARMADA NACIONAL,DOLOR ABDOMINAL INTERMITENTE
1961,SECRETARIA DE SALUD DPTAL DEL HUILA,ESTREÑIMIENTO
2001,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,VOMITO SIN SANGRE
2008,NUEVA EPS,EDEMA GESTACIONAL
2024,ASOCIACION INDIGENA DEL CAUCA AIC,RETENCION URINARIA
2041,AXA COLPATRIA SEGUROS S.A.,MAREO
2074,SANITAS PREPAGADA,CEFALEA Y FIEBRE
2123,SEGUROS LA PREVISORA,TRASNTORNO SICOTICO AGUDO
2128,ASMET SALUD CONTRIBUTIVO,ALTERACION VISUAL NO ESPECIFICADA
2139,EMSSANAR E.P.S S.A.S,DOLOR PUNZANTE  CEFALEA
2193,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,EPISODIO CONVULSION
2301,LA EQUIDAD SEGUROS O.C,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2302,CAPITALSALUD E.P.S - S S.A.S,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2349,DIRECCION DE SANIDAD MILITAR,TRAUMA OCULAR QUIMICO O FISICO
2352,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,LESIONES POR VIOLENCIA
2357,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,LESIONES POR VIOLENCIA
2393,LIBERTY SEGUROS S.A.,TCE LEVE
2425,ASMET SALUD CONTRIBUTIVO,HERIDA DE CUELLO PARTE NO ESPECIFICADA
2491,ASMET SALUD CONTRIBUTIVO,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
2501,ASMET SALUD CONTRIBUTIVO,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2552,SEGUROS COMERCIAL BOLIVAR SOAT,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2691,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2700,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,FRACTURA DE HUESOS LARGOS
2708,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2711,LA EQUIDAD SEGUROS O.C,TRAUMA CERRADO
2784,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
2802,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CUERPO EXTRAÑO EN EL OJO
2883,SEGUROS COMERCIAL BOLIVAR SOAT,HEMATURIA
2899,EMSSANAR E.P.S S.A.S,DERMATITIS NO ESPECIFICADA
8,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR ABDOMINAL SEVERO
35,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DIARREA SIN COMPROMISO GENERAL
88,NUEVA EPS,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
219,NUEVA EPS,DIARREA GASTROENTERITIS PRESUNTO ORIGEN INFECCIOSO
235,NUEVA EPS,CELULITIS DE SITIO NO ESPECIFICADO
281,E.P.S. SANITAS CONTRIBUTIVO.,PRURITO VAGINAL O FLUJO
384,NUEVA EPS,TRAUMA GENITALES EXTERNOS HEMATOMA O LACERACION
400,ASMET SALUD CONTRIBUTIVO,TROMBOSIS VENOSA PROFUNDA
444,UNION TEMPORAL TOLIHUILA,HEMATURIA
476,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,EDEMA SIN TRAUMA
812,E.P.S. SANITAS CONTRIBUTIVO.,OTORRAGIA /OTOLIQUIA POS TRAUMA
836,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,VERTIGO CON EMESIS
859,UNION TEMPORAL TOLIHUILA,TINNITUS
873,UNION TEMPORAL TOLIHUILA,VOMITO SIN SANGRE
920,E.P.S. SANITAS CONTRIBUTIVO.,INSUFICIENCIA RESPIRATORIA AGUDA
986,MEDPLUS MEDICINA PREPAGADA,DOLOR AGUDO
1028,PIJAOSALUD EPS-I,DOLOR AGUDO
1094,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,LARINGOTRAQUEITIS
1182,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR ABDOMINAL SEVERO
1193,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,DOLOR ABDOMINAL CONSTANTE
1280,POSITIVA COMPAÑIA DE SEGUROS,HERNIA INGUINAL
1356,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,SINDROME FEBRIL
1386,SEGUROS DEL ESTADO,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
1503,MALLAMAS EPS,OTROS LUPUS ERITEMATOSOS LOCALIZADOS
1638,PIJAOSALUD EPS-I,DOLOR TORACICO CON LA INSPIRACION
1681,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,"DISURIA, POLAQUIURIA, FIEBRE"
1707,PARTICULARES,INFECCION VIAS URINARIAS
1753,COLMEDICA MEDICINA PREPAGADA,DOLOR NO ESPECIFICADO
1758,CAPITALSALUD E.P.S - S S.A.S,DOLOR CRONICO
1760,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR SEVERO EN MAMAS  FIEBRE
1785,ALIANSALUD EPS,"VAGINITIS, VULVITIS Y VULVOVAGINITIS INFECCIOSA"
1821,EPS SURAMERICANA S.A.,DOLOR TORAXICO
1827,COMPENSAR E.P.S CONTRIBUTIVO,EPISTAXIS + HTA + CEFALEA
1856,SEGUROS DEL ESTADO,DOLOR PRECORDIAL
1894,DIRECCION DE SANIDAD MILITAR,INSUFICIENCIA RESPIRATORIA AGUDA
2092,EPS FAMISANAR SAS,MAREO
2104,EPS SURAMERICANA S.A.,CEFALEA
2116,ASMET SALUD CONTRIBUTIVO,TRAUMATISMO CRANEOENCEFALICO
2135,SEGUROS COMERCIAL BOLIVAR SOAT,TRAUMATISMO CRANEOENCEFALICO
2185,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,SINDROME CONVULSIVO
2269,EPS FAMISANAR SAS,HERIDA DE OTRA PARTE NO ESPECIFICADA
2419,SEGUROS COMERCIAL BOLIVAR SOAT,TCE LEVE
2566,ASOCIACION INDIGENA DEL CAUCA AIC,FRACTURAS
2607,ASMET SALUD CONTRIBUTIVO,PARO RESPIRATORIO
2608,COMPENSAR E.P.S CONTRIBUTIVO,TRAUMA CERRADO
2655,SEGUROS LA PREVISORA,TRAUMA PENETRANTE
2661,PIJAOSALUD EPS-I,ACCIDENTE EN DOMICILIO
